year of exhibition,age at the time,name,birthyear,birthplace city,birthplace state,b latitude,b longitude,work place city,work place state,w latitude,w longitude
1975,25,jim byrne,1950,chicago city,minnesota,41.77039,-87.800649,minneapolis,minnesota,44.983334,-93.26667
1975,28,stuart nielson,1947,chicago,illinois,41.878114,-87.629798,minneapolis,minnesota,44.983334,-93.26667
1975,29,barry buxkamper,1946,peoria,illinois,40.693649,-89.588986,nashville,tennessee,36.166667,-86.783333
1975,36,frank rivera,1939,cleveland,ohio,41.49932,-81.694361,new brunswick,new jersey,40.486216,-74.451819
1975,37,edward r. whiteman,1938,buffalo,new york,42.886447,-78.878369,new orleans,louisiana,29.951066,-90.071532
1975,33,carolynn umlauf,1942,austin,texas,30.267153,-97.743061,new york,new york,40.705631,-73.978003
1975,29,frank faulkner,1946,sumber,south carolina,33.836081,-81.163724,new york,new york,40.705631,-73.978003
1975,31,charles f. gaines,1944,charleston,south carolina,32.776566,-79.930922,new york,new york,40.705631,-73.978003
1975,33,tony bechara,1942,san juan,puerto rico,18.466334,-66.105722,new york,new york,40.705631,-73.978003
1975,30,ken tisa,1945,philadelphia,pennsylvania,39.952335,-75.163789,new york,new york,40.705631,-73.978003
1975,27,barbara schwartz,1948,philadelphia,pennsylvania,39.952335,-75.163789,new york,new york,40.705631,-73.978003
1975,27,robin bruch,1948,cleveland,ohio,41.49932,-81.694361,new york,new york,40.705631,-73.978003
1975,31,allen ruppersberg,1944,brecksville,ohio,41.319776,-81.62679,new york,new york,40.705631,-73.978003
1975,34,kaare rafoss,1941,flekkefjord,norway,58.297182,6.659981,new york,new york,40.705631,-73.978003
1975,28,pamela jenrette,1947,fort bragg,north carolina,35.139167,-78.999167,new york,new york,40.705631,-73.978003
1975,26,mark christian wethli,1949,westfield,new york,42.32228,-79.578103,new york,new york,40.705631,-73.978003
1975,44,joe di giorgio,1931,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,42,tomaso puliafito,1933,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,35,hermine freed,1940,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,35,john nargolies,1940,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,31,sibyl l weil,1944,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,30,abigail gerd,1945,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,30,beryl korot,1945,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,30,charles simonds,1945,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,30,christopher darton,1945,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,28,andy mann,1947,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,28,james perry,1947,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,28,marilyn lenkowsky,1947,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,26,ross bleckner,1949,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1975,29,judy rifka,1946,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1975,32,alan turner,1943,bronx,new york,40.844782,-73.864827,new york,new york,40.705631,-73.978003
1975,34,frank gillette,1941,jersey city,new jersey,40.728157,-74.077642,new york,new york,40.705631,-73.978003
1975,34,john schnell,1941,st. louis,missouri,38.627003,-90.199404,new york,new york,40.705631,-73.978003
1975,38,kent floeter,1937,saginaw,michigan,43.41947,-83.950807,new york,new york,40.705631,-73.978003
1975,33,susanna tanger,1942,boston,massachusetts,42.358431,-71.059773,new york,new york,40.705631,-73.978003
1975,25,hass murphy,1950,boston,massachusetts,42.358431,-71.059773,new york,new york,40.705631,-73.978003
1975,32,sam cady,1943,boothbay harbor,maine,43.852305,-69.628101,new york,new york,40.705631,-73.978003
1975,38,mary mclean obering,1937,shreveport,louisiana,32.525152,-93.750179,new york,new york,40.705631,-73.978003
1975,28,jerry jones,1947,pineville,kentucky,36.76203,-83.694918,new york,new york,40.705631,-73.978003
1975,27,rob roy norton jr.,1948,louisville,kentucky,38.252665,-85.758456,new york,new york,40.705631,-73.978003
1975,34,hiroshi murata,1941,tokyo,japan,35.689488,139.691706,new york,new york,40.705631,-73.978003
1975,29,dennis ashbaugh,1946,red oak,iowa,41.011667,-95.227222,new york,new york,40.705631,-73.978003
1975,40,james r. anderson,1935,gary,indiana,41.59337,-87.346427,new york,new york,40.705631,-73.978003
1975,45,ron gorchov,1930,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1975,34,sarah anne canright,1941,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1975,30,kathleen ferguson,1945,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1975,29,elizabeth ann knox,1946,miami,florida,25.789097,-80.204044,new york,new york,40.705631,-73.978003
1975,34,alan uglow,1941,luton,england,51.878671,-0.420026,new york,new york,40.705631,-73.978003
1975,34,patricia lay,1941,milford,connecticut,41.230698,-73.064036,new york,new york,40.705631,-73.978003
1975,35,juan downey,1940,santiago,chile,-33.46912,-70.641997,new york,new york,40.705631,-73.978003
1975,27,don hazlitt,1948,stockton,california,37.957702,-121.29078,new york,new york,40.705631,-73.978003
1975,29,david reed,1946,san diego,california,32.71546,-117.16148,new york,new york,40.705631,-73.978003
1975,32,john arvanites,1943,pasadena,california,34.147785,-118.144516,new york,new york,40.705631,-73.978003
1975,26,robert kushner,1949,pasadena,california,34.147785,-118.144516,new york,new york,40.705631,-73.978003
1975,35,fred n. guyot,1940,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
1975,33,william fares,1942,compton,california,33.895849,-118.220071,new york,new york,40.705631,-73.978003
1975,25,w.b. bearman,1950,benicia,california,38.049365,-122.158578,new york,new york,40.705631,-73.978003
1975,36,paul rotterdam,1939,wiener neustadt,austria,47.80279,16.23318,new york,new york,40.705631,-73.978003
1975,36,scott burton,1939,greensboro,alabama,32.704575,-87.59584,new york,new york,40.705631,-73.978003
1975,38,gene beery,1937,racine,wisconsin,42.726131,-87.782852,petaluma,california,38.232417,-122.636652
1975,39,bill richards,1936,grantsville,west virginia,38.92342,-81.095945,philadelphia,pennsylvania,39.952335,-75.163789
1975,34,"john e. dowell,jr.",1941,philadelphia,pennsylvania,39.952335,-75.163789,philadelphia,pennsylvania,39.952335,-75.163789
1975,49,edward ross,1926,clinton,south carolina,34.472628,-81.880656,roswell,georgia,34.023243,-84.361556
1975,25,john ford,1950,,washington dc,38.907231,-77.036464,sacramento,california,38.581572,-121.4944
1975,27,mary warner,1948,sacramento,california,38.581572,-121.4944,sacramento,california,38.581572,-121.4944
1975,46,mel casas,1929,el paso,texas,31.769956,-106.496805,san antonio,texas,29.424122,-98.493628
1975,33,barbara strasen,1942,brooklyn,new york,40.65,-73.95,san diego,california,32.71546,-117.16148
1975,33,paul kos,1942,rock springs,wyoming,41.587464,-109.202904,san francisco,california,37.77493,-122.419416
1975,32,terry fox,1943,seattle,washington,47.60621,-122.332071,san francisco,california,37.77493,-122.419416
1975,32,ursula schneider,1943,switzerland,switzerland,46.818188,8.227512,san francisco,california,37.77493,-122.419416
1975,54,jack jefferson,1921,lead,south dakota,44.352207,-103.765198,san francisco,california,37.77493,-122.419416
1975,27,david jones,1948,columbus,ohio,39.961176,-82.998794,san francisco,california,37.77493,-122.419416
1975,29,joel glassman,1946,bronx,new york,40.844782,-73.864827,san francisco,california,37.77493,-122.419416
1975,44,alvin light,1931,concord,new hampshire,43.208137,-71.537572,san francisco,california,37.77493,-122.419416
1975,29,cristiano camacho,1946,fall river,massachusetts,41.701491,-71.155045,san francisco,california,37.77493,-122.419416
1975,27,lan payne,1948,south bend,indiana,41.676355,-86.25199,san francisco,california,37.77493,-122.419416
1975,33,cherie raciti,1942,chicago,illinois,41.878114,-87.629798,san francisco,california,37.77493,-122.419416
1975,25,carol eckman,1950,chicago,illinois,41.878114,-87.629798,san francisco,california,37.77493,-122.419416
1975,27,gregg renfrow,1948,san francisco,california,37.77493,-122.419416,san francisco,california,37.77493,-122.419416
1975,27,rudy serra,1948,san francisco,california,37.77493,-122.419416,san francisco,california,37.77493,-122.419416
1975,33,david mackenzie,1942,los angeles,california,34.052234,-118.243685,san francisco,california,37.77493,-122.419416
1975,29,george bolling,1946,columbus,ohio,39.961176,-82.998794,san jose,california,37.339386,-121.894955
1975,35,samuel scott,1940,chicago,illinois,41.878114,-87.629798,santa fe,new mexico,35.686975,-105.937799
1975,52,charles garabedian,1923,detroit,michigan,42.331427,-83.045754,santa monica,california,34.019454,-118.491191
1975,29,john s. gordon,1946,milwaukee,wisconsin,43.038903,-87.906474,venice,california,33.996214,-118.468878
1975,40,wanda westcoast,1935,seattle,washington dc,47.61117,-122.347659,venice,california,33.996214,-118.468878
1975,30,gene sturman,1945,new york,new york,40.714353,-74.005973,venice,california,33.996214,-118.468878
1975,33,william e. mahan,1942,boston,massachusetts,42.358431,-71.059773,venice,california,33.996214,-118.468878
1975,29,john sturgeon,1946,springfield,illinois,39.781721,-89.650148,venice,california,33.996214,-118.468878
1975,46,roland reiss,1929,chicago,illinois,41.878114,-87.629798,venice,california,33.996214,-118.468878
1975,32,george rodart,1943,los angeles,california,34.052234,-118.243685,venice,california,33.996214,-118.468878
1975,31,allan mccollum,1944,los angeles,california,34.052234,-118.243685,venice,california,33.996214,-118.468878
1975,28,phil douglas davis,1947,los angeles,california,34.052234,-118.243685,venice,california,33.996214,-118.468878
1975,26,alexis smith,1949,los angeles,california,34.052234,-118.243685,venice,california,33.996214,-118.468878
1975,26,john dickson,1949,philadelphia,pennsylvania,39.952335,-75.163789,,washington dc,38.907231,-77.036464
1975,33,tom green,1942,newark,new jersey,40.735657,-74.172367,,washington dc,38.907231,-77.036464
1977,55,h.c. wastermann,1922,los angeles,california,34.052234,-118.243685,brookfield center,connecticut,41.466206,-73.38762
1977,40,woody vasulka,1937,brno,czechoslovakia,49.19506,16.606837,buffalo,new york,42.886447,-78.878369
1977,65,agnes martin,1912,"maklin,saskatchewan",canada,52.333219,-109.936426,cuba,new mexico,36.02224,-106.958372
1977,52,duan hanson,1925,alexandria,minnesota,45.884816,-95.377666,davie,florida,26.076478,-80.252116
1977,34,terry allen,1943,whichita,kansas,37.688889,-97.336111,fresno,california,36.746842,-119.772587
1977,74,alfred j. jensen,1903,guatemala city,guatemala,14.613333,-90.535278,glen ridge,new jersey,40.805378,-74.203757
1977,32,james hill,1945,sherman,texas,33.635662,-96.60888,houston,texas,29.760193,-95.36939
1977,37,chuck close,1940,monroe,washington,47.855377,-121.970958,new york,new york,40.705631,-73.978003
1977,39,dennis oppenheim,1938,mason city,washington,47.966542,-118.967799,new york,new york,40.705631,-73.978003
1977,47,robert ryman,1930,nashville,tennesee,36.166667,-86.783333,new york,new york,40.705631,-73.978003
1977,34,alan sondheim,1943,wilkes-barre,pennsylvania,41.245915,-75.881307,new york,new york,40.705631,-73.978003
1977,37,mel bochner,1940,pittsburgh,pennsylvania,40.440625,-79.995886,new york,new york,40.705631,-73.978003
1977,45,duan michals,1932,mckeesport,pennsylvania,40.347847,-79.864215,new york,new york,40.705631,-73.978003
1977,35,david true,1942,marietta,ohio,39.415352,-81.454844,new york,new york,40.705631,-73.978003
1977,41,ree morton,1936,ossining,new york,41.162873,-73.861525,new york,new york,40.705631,-73.978003
1977,41,joan jonas,1936,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1977,40,peter campus,1937,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1977,36,joel shapiro,1941,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1977,33,alan daniel saret,1944,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1977,32,charles simonds,1945,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1977,30,andy mann,1947,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1977,39,brice marden,1938,bronxville,new york,40.938154,-73.832078,new york,new york,40.705631,-73.978003
1977,37,vito acconci,1940,bronx,new york,40.844782,-73.864827,new york,new york,40.705631,-73.978003
1977,39,pat steir,1938,newark,new jersey,40.735657,-74.172367,new york,new york,40.705631,-73.978003
1977,50,allan kaprow,1927,atlantic city,new jersey,39.364283,-74.422927,new york,new york,40.705631,-73.978003
1977,36,richard tuttle,1941,rahway,new  jersey,40.608159,-74.277647,new york,new york,40.705631,-73.978003
1977,39,nancy holt,1938,worcester,massachusetts,42.262593,-71.802293,new york,new york,40.705631,-73.978003
1977,34,william wegman,1943,holyoke,massachusetts,42.204259,-72.616201,new york,new york,40.705631,-73.978003
1977,36,keith sonnier,1941,mamou,louisiana,30.633809,-92.419299,new york,new york,40.705631,-73.978003
1977,36,lynda benglis,1941,lake charles,louisiana,30.226595,-93.217376,new york,new york,40.705631,-73.978003
1977,45,nam june paik,1932,seoul,korea,37.566535,126.977969,new york,new york,40.705631,-73.978003
1977,41,richard estes,1936,keewanee,illinois,41.245593,-89.92483,new york,new york,40.705631,-73.978003
1977,47,ron gorchov,1930,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1977,37,elizabeth murray,1940,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1977,36,joe zucker,1941,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1977,45,dorothea rockburne,1932,quebec,canada,52.939916,-73.549136,new york,new york,40.705631,-73.978003
1977,36,jackie winsor,1941,newfoundland,canada,53.135509,-57.660436,new york,new york,40.705631,-73.978003
1977,38,richard serra,1939,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
1977,38,richard serra,1939,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
1977,36,barry le va,1941,long beach,california,33.77005,-118.193739,new york,new york,40.705631,-73.978003
1977,36,jennifer bartlett,1941,long beach,california,33.77005,-118.193739,new york,new york,40.705631,-73.978003
1977,36,michael heizer,1941,berkeley,california,37.871593,-122.272747,new york,new york,40.705631,-73.978003
1977,29,nicholas africano,1948,kankakee,illinois,41.120033,-87.861153,normal,illionis,40.514203,-88.990631
1977,32,willie walker,1945,new jersey,new jersey,40.058324,-74.405661,oakland,california,37.804364,-122.271114
1977,34,robert cumming,1943,worcester,massachusetts,42.262593,-71.802293,orange,california,33.787794,-117.853112
1977,36,bruce nauman,1941,fort wayne,indiana,41.079273,-85.139351,pasadena,california,34.147785,-118.144516
1977,36,bruce nauman,1941,fort wayne,indiana,41.079273,-85.139351,pasadena,california,34.147785,-118.144516
1977,31,brian connell,1946,boston,massachusetts,42.358431,-71.059773,san diego,california,32.71546,-117.16148
1977,34,terry fox,1943,seattle,washington,47.60621,-122.332071,san francisco,california,37.77493,-122.419416
1977,32,stephen a. davis,1945,fort worth,texas,32.755488,-97.330766,san francisco,california,37.77493,-122.419416
1977,31,howard fried,1946,cleveland,ohio,41.49932,-81.694361,san francisco,california,37.77493,-122.419416
1977,39,joan brown,1938,san francisco,california,37.77493,-122.419416,san francisco,california,37.77493,-122.419416
