year of exhibition,age at the time,name,birthyear,birthplace city,birthplace state,work place city,work place state,work place 2,work place 2 state or country
1983,36,martha haslanger,1947,dearborn,michigan,new york,new york,,
1983,33,bruce charlesworth,1950,davenport,iowa,minneapolis,minnisota,,
1983,32,nic nicosia,1951,dallas,texas,dallas,texas,,
1983,37,howard fried,1946,cleveland,ohio,san francisco,california,,
1983,33,barbara buckner,1950,chicago,illinois,new york,new york,,
1983,57,joan mitchell,1926,chicago,illinois,vetheuil,france,,
1983,42,joe zucker,1941,chicago,illinois,east hampton,new york,,
1983,61,leon golub,1922,chicago,illinois,new york,new york,,
1983,38,susan rothenberg,1945,buffalo,new york,new york,new york,,
1983,39,mary lucier,1944,bucyrus,ohio,new york,new york,,
1983,23,jean michel basquiat,1960,brooklyn, new york,new york,new york,,
1983,40,martha rosler,1943,brooklyn,new york,brooklyn,new york,,
1983,30,robert longo,1953,brooklyn,new york,new york,new york,,
1983,37,ken kobland,1946,bronx,new york,new york,new york,,
1983,45,james herbert,1938,boston,massachusetts,atlanta,georgia,,
1983,41,jonathan borofsky,1942,boston,massachusetts,venice ,california,,
1983,46,william T. wiley,1937,bedford,indiana,forest knolls,california,,
1983,44,max neuhaus,1939,beaumont,texas,new york,new york,,
1983,53,jasper johns,1930,augusta,georgia,new york,new york,,
1983,32,edin velez,1951,arecibo,puerto rico,new york,new york,,
1983,41,bill lundberg,1942,albany,california,new york,new york,,
1983,41,william crozier,1942,albany,georgia,new york,new york,,
1985,28,jon kessler,1957,yonkers,new york,brooklyn,new york,,
1985,33,tom otterness,1952,wichita,kansas,new york,new york,,
1985,30,tim rollins,1955,waterville,maine,new york,new york,,
1985,37,dan reeves,1948,washington DC,washington DC,interlaken,new york,,
1985,52,douglas davis,1933,washington DC,washington DC,new york,new york,,
1985,43,morgan fisher,1942,washington DC,washington DC,santa monica,california,,
1985,32,nan goldin,1953,washington DC,washington DC,new york,new york,,
1985,27,mundy mcLaughlin,1958,toronto,canada,new york,new york,,
1985,42,james surls,1943,terrell,texas,splendora,texas,,
1985,38,bryan hunt,1947,terre haute,indiana,new york,new york,,
1985,31,doug anderson,1954,syracuse,new york,boston,massachusets,,
1985,37,gregory amenoff,1948,st. charles,illinois,new york,new york,,
1985,45,juan downey,1940,santiago,chile,new york,new york,,
1985,34,gary hill,1951,santa monica,california,barrytown,new york,,
1985,34,pooh kaye,1951,san juan,puerto rico,new york,new york,,
1985,36,bruce yonemoto,1949,san jose,california,venice,california,,
1985,41,doug hall,1944,san francisco,california,san francisco,california,,
1985,47,robert hudson,1938,salt lake city,utah,cotati,california,,
1985,41,charles atlas,1944,saint louis,missouri,new york,new york,,
1985,37,frank majore,1948,richmond hill,new york,new york,new york,,
1985,31,david wojnarowicz,1954,red bank,new jersey,new york,new york,,
1985,27,douglas ashford,1958,rabat,morocco,new york,new york,,
1985,33,ken feingold,1952,pittsburgh,pennsylvania,minneapolis,minnesota,,
1985,38,peter rose,1947,philadelphia,pennsylvania,philadelphia,pennsylvania,,
1985,36,robert kushner,1949,pasadena,california,new york,new york,,
1985,36,richard prince,1949,panama canal zone,panama canal zone,new york,new york,,
1985,39,kim MacConnel,1946,oklahoma city,oklahoma,encinitas,california,,
1985,48,robert mangold,1937,north tonawanda,new york,new york,new york,,
1985,33,david salle,1952,norman,oaklahoma,new york,new york,,
1985,40,barbara kruger,1945,newark,new jersey,new york,new york,,
1985,34,bill viola,1951,new york,new york,long beach,california,,
1985,39,dara birnbaum,1946,new york,new york,new york,new york,,
1985,37,eric fischl,1948,new york,new york,new york,new york,,
1985,37,jane aaron,1948,new york,new york,new york,new york,,
1985,32,jo anne carson,1953,new york,new york,chicago,illinois,,
1985,49,joan jonas,1936,new york,new york,new york,new york,,
1985,33,john newman,1952,new york,new york,new york,new york,,
1985,49,larry gottheim,1936,new york,new york,johnson city,new york,,
1985,38,lynne tillman,1947,new york,new york,new york,new york,,
1985,37,ned smyth,1948,new york,new york,new york,new york,,
1985,35,sheila mcLaughlin,1950,new york,new york,new york,new york,,
1985,36,terry winters,1949,new york,new york,new york,new york,,
1985,38,warren sonbert,1947,new york,new york,san francisco,california,,
1985,36,carroll dunham,1949,new haven ,connecticut,new york,new york,,
1985,32,elisabeth ross,1953,new haven,connecticut,new york,new york,,
1985,54,john baldessari,1931,national city,california,santa monica,california,,
1985,40,jack goldstein,1945,montreal,canada,brooklyn,new york,,
1985,30,jedd garet,1955,los angeles,california,new york,new york,,
1985,42,john duff,1943,layfayette,indiana,new york,new york,,
1985,32,james casebere,1953,lansing,michigan,new york,new york,,
1985,34,liz phillips,1951,jersey city,new jersey,new york,new york,,
1985,34,ericka beckman,1951,hempstead,new york,new york,new york,,
1985,38,sherrie levine,1947,hazleton,pennsylvania,new york,new york,,
1985,36,laurie simmons,1949,great neck,new york,new york,new york,,
1985,31,cindy sherman,1954,glen ridge,new jersey,new york,new york,,
1985,34,sandy moore,1951,gastonia,north carolina,new york,new york,,
1985,35,jenny holzer,1950,gallipolis,ohio,new york,new york,,
1985,44,bruce newman,1941,fort wayne,indiana,pecos,new mexico,,
1985,38,sarah charlesworth,1947,east orange,new jersey,new york,new york,,
1985,60,ed emshwiller,1925,east lansing,michigan,newhall,california,,
1985,62,charles garabedian,1923,detroit,michigan,santa monica,california,,
1985,35,lizzie borden,1950,detroit,michigan,new york,new york,,
1985,41,peter b. hutton,1944,detroit,michigan,new york,new york,,
1985,59,robert breer,1926,detroit,michigan,south nyack,new york,,
1985,31,mike kelly,1954,dearborn,michigan,los angeles,california,,
1985,25,rodney alan greenblat,1960,daly city,california,new york,new york,,
1985,46,ed paschke,1939,chicago,illinois,chicago,illinois,,
1985,45,elizabeth murray,1940,chicago,illinois,new york,new york,,
1985,37,lyn blumenthal,1948,chicago,illinois,new york,new york,,
1985,39,norman yonemoto,1946,chicago,illinois,santa monica,california,,
1985,38,robert therrien,1947,chicago,texas,los angeles,california,,
1985,33,jill giegerich,1952,chappaqua,new york,culver city,california,,
1985,31,perry hoberman,1954,cambridge,massachusetts,brooklyn,new york,,
1985,40,susan rothenberg,1945,buffalo,new york,new york,new york,,
1985,46,joel-Peter witkin,1939,brooklyn,new york,albuquerque,new mexico,,
1985,52,ken jacobs,1933,brooklyn,new york,new york,new york,,
1985,39,ken kobland,1946,bronx,new york,new york,new york,,
1985,48,woody vasulka,1937,brno,czechoslovakia,santa fe,new mexico,,
1985,43,holly fisher,1942,boston,massachusetts,new york,new york,,
1985,28,julie ault,1957,boston,massachusetts,new york,new york,,
1985,36,mel kendrick,1949,boston,massachusetts,new york,new york,,
1985,55,robert ashley,1930,ann arbor,michigan,new york,new york,,
1989,34,jeff koons,1955,york,pennsylvania,new york,new york,,
1989,48,martin puryear,1941,washington DC,washington DC,chicago,illinois,,
1989,35,robert gober,1954,wallingford,connecticut,new york,new york,,
1989,41,sachiko hamada,1948,utsunomiya,japan,new york,new york,,
1989,31,joan nelson,1958,torrance,california,brooklyn,new york,,
1989,39,christine choy,1950,shanghai,china,new york,new york,,
1989,57,nam june paik,1932,seoul,korea,new york,new york,,
1989,29,scott sinkler,1960,seattle,washington,new york,new york,,
1989,38,gary hill,1951,santa monica,california,seattle,washington,,
1989,38,matt mullican,1951,santa monica,california,new york,new york,,
1989,46,andrew noren,1943,santa fe,new mexico,aberdeen,new jersey,,
1989,49,mary heilmann,1940,san francisco,california,new york,new york,,
1989,45,meg webster,1944,san francisco,california,new york,new york,,
1989,43,david reed,1946,san diego,california,new york,new york,,
1989,29,liz larner,1960,sacramento,california,los angeles,california,,
1989,49,steina vasulka,1940,reykjavik,iceland,santa fe,new mexico,,
1989,35,daniel eisenberg,1954,ramat gan,isarel,cambridge,massachusets,,
1989,35,michael byron,1954,providence,rhode island,new york,new york,,
1989,34,cary smith,1955,ponce,puerto rico,farmington,connecticut,,
1989,37,ken feingold,1952,pittsburgh,pennsylvania,new york,new york,,
1989,46,john arvanites,1943,pasadena,california,los angeles,california,,
1989,41,michael wallin,1948,palo alto,california,san francisco,california,,
1989,38,leslie thornton,1951,oak ridge,massachusetts,new york,new york,,
1989,41,abigail child,1948,newark,new jersey,new york,new york,,
1989,54,eleanor antin,1935,new york,new york,san diego,california,,
1989,30,geralyn donohue,1959,new york,new york,new york,new york,,
1989,41,jane aaron,1948,new york,new york,new york,new york,,
1989,30,joan wallace,1959,new york,new york,new york,new york,,
1989,48,joel shapiro,1941,new york,new york,new york,new york,,
1989,34,kate ericson,1955,new york,new york,new york,new york,,
1989,45,martha diamond,1944,new york,new york,new york,new york,,
1989,46,martha rosler,1943,new york,new york,new york,new york,,
1989,46,nathaniel dorsky,1943,new york,new york,san francisco,california,,
1989,40,ross bleckner,1949,new york,new york,new york,new york,,
1989,39,sherry millner,1950,new york,new york,amherst,massachusets,,
1989,35,su friedrich,1954,new haven,connecticut,new york,new york,,
1989,32,chris macDonald,1957,lynn,massachusetts,new york,new york,,
1989,45,allan mcCollum,1944,los angeles,california,new york,new york,,
1989,30,cindy bernard,1959,los angeles,california,los angeles,california,,
1989,29,erik levine,1960,los angeles,california,new york,new york,,
1989,38,victor masayesva Jr.,1951,hopi Reservation,arizona,northern arizona,arizona,,
1989,46,william wegman,1943,holyoke,massachusetts,new york,new york,,
1989,50,barbara hammer,1939,hollywood,california,new york,new york,,
1989,35,julia scher,1954,hollywood,california,new york,new york,,
1989,54,hans breder,1935,herford,germany,iowa city,iowa,,
1989,42,sherrie levine,1947,hazelton,pennsylvania,new york,new york,,
1989,33,donald baechler,1956,hartford,connecticut,new york,new york,,
1989,37,linda klosky,1952,hammond,indiana,santa fe,new mexico,,
1989,35,deborah oropallo,1954,hackensack,new jersey,san francisco,california,,
1989,38,saint clair cemin,1951,gruz alta,brazil,new york,new york,,
1989,38,sandy moore,1951,gastonia,north carolina,new york,new york,,
1989,34,michele zalopany,1955,detroit,michigan,new york,new york,,
1989,35,mike kelley,1954,dearborn,michigan,los angeles,california,,
1989,41,tom wudl,1948,cochabamba,bolivia,los angeles,california,,
1989,36,april gornik,1953,cleveland,ohio,new york,new york,,
1989,45,chip lord,1944,cleveland,ohio,santa cruz,california,,
1989,36,charles ray,1953,chicago,illinois,fillmore,california,,
1989,43,ernest larsen,1946,chicago,illinois,amherst,massachusets,,
1989,29,hirsh perlman,1960,chicago,illinois,chicago,illinois,,
1989,31,rea tajiri,1958,chicago,illinois,brooklyn,new york,,
1989,31,renee tajima,1958,chicago,illinois,new york,new york,,
1989,42,constance de jong,1947,canton,ohio,nyack,new york,,
1989,33,mel ziegler,1956,campbelltown,pennsylvania,new york,new york,,
1989,42,andrew spence,1947,bryn mawr,pennsylvania,new york,new york,,
1989,51,brice maren,1938,bronxville,new york,new york,new york,,
1989,52,woody vasulka,1937,brno,czechoslovakia,santa fe,new mexico,,
1989,43,chris burden,1946,boston,massachusetts,los angeles,california,,
1989,34,christopher wool,1955,boston,massachusetts,new york,new york,,
1989,28,jason simon,1961,boston,massachusetts,new york,new york,,
1989,41,francesc torres,1948,barcelona,spain,new york,new york,,
1989,30,ashley bickerton,1959,barbados,west indies,new york,new york,,
1991,35,cady noland,1956,washington dc,washington dc,bronxville,new york,,
1991,37,robert gober,1954,wallingford,connecticut,new york,new york,,
1991,33,peter mcGough,1958,syracuse,new york,New York,New York,,
1991,32,jessica stockholder,1959,seattle,washington,new york,new york,,
1991,36,christian marclay,1955,san rafael,california,new york,new york,,
1991,42,mark tansey,1949,san jose,california,new york,new york,,
1991,39,alex webb,1952,san francisco,california,new york,new york,,
1991,33,wendy jacob,1958,rochester,new york,chicago,illinois,,
1991,37,david wojnarowicz,1954,redbank,new jersey,new york,new york,,
1991,34,felix gonzalez-torres,1957,quaimaro,cuba,new york,new york,,
1991,38,carrie mae weems,1953,portland,oregon,northampton,massachusetts,,
1991,36,tim rollins,1955,pittsfield,maine,new york,new york,,
1991,67,philip pearlstein,1924,pittsburgh,pennsylvania,New York,New York,,
1991,46,joseph santore,1945,philadelphia,pennsylvania,new york,new york,,
1991,66,joseph glasco,1925,pauls valley,california,galveston,texas,,
1991,31,dawn fryling,1960,pasadena,california,san francisco,california,,
1991,37,kiki smith,1954,nuremberg,germany,new york,new york,,
1991,39,david salle,1952,norman,oaklahoma,new york,new york,,
1991,68,Ellsworth Kelly,1923,newburgh,new york,New York,New York,,
1991,53,pat steir,1938,newark,new jersey,New York,New York,,
1991,43,eric fischl,1948,new york,new york,new york,new york,,
1991,31,glenn ligon,1960,new york,new york,new york,new york,,
1991,34,jessica diamond,1957,new york,new york,new york,new york,,
1991,40,julian schnabel,1951,new york,new york,new york,new york,,
1991,31,lorna simpson,1960,new york,new york,new york,new york,,
1991,31,nayland blake,1960,new york,new york,san francisco,california,,
1991,38,peter halley,1953,new york,new york,new york,new york,,
1991,39,rona pondick,1952,new york,new york,new york,new york,,
1991,36,roni horn,1955,new york,new york,new York,new York,,
1991,68,roy lichtenstein,1923,new york,new york,New York,New York,,
1991,42,carroll dunham,1949,new haven,connecticut,new york,new york,,
1991,51,chuck close,1940,monroe,washington,new york,new york,,
1991,39,jim shaw,1952,midland,michigan,los angeles,california,,
1991,55,Frank Stella,1936,malden,massachusetts,new york,new york,,
1991,42,richard misrach,1949,los angeles,california,berkeley,california,,
1991,65,ed moses,1926,long beach,california,los angeles,california,,
1991,50,jennifer bartlett,1941,long beach,california,new york,new york,,
1991,32,larry johnson,1959,long beach,california,los angeles,california,,
1991,30,adam fuss,1961,london,england,new york,new york,,
1991,71,john coplans,1920,london,england,new york,new york,,
1991,63,Cy Twombly,1928,lexington ,virginia,New York,New York,,
1991,40,sally mann,1951,lexington ,virginia,lexington,virginia,,
1991,33,keith haring,1958,kutztown,pennsylvania,new york,new york,,
1991,32,rebecca purdum,1959,idaho falls,idaho,new york,new york,,
1991,39,david mcDermott,1952,hollywood,california,new york,new york,,
1991,41,carlos alfonzo,1950,havana,cuba,miami,florida,,
1991,31,jeanne dunning,1960,hartford,connecticut,chicago,illinois,,
1991,37,cindy sherman,1954,glen ridge,new jersey,new york,new york,,
1991,50,bruce nauman,1941,fort wayne,indiana,pasadena,california,,
1991,50,mary kelly,1941,fort dodge,iowa,new york,new york,,
1991,42,laurie simmons,1949,far rockaway,new york,new york,new york,,
1991,36,philip taaffe,1955,elizabeth,new jersey,naples,italy,,
1991,43,thomas lanigan schmidt,1948,elizabeth,new jersey,new york,new york,,
1991,54,celia alvarez munoz,1937,el paso,texas,arlington,texas,,
1991,51,luis jimenez,1940,el paso,texas,hondo,new mexico,,
1991,37,mike kelley,1954,dearborn,michigan,los angeles,california,,
1991,47,allen ruppersberg,1944,cleveland,ohio,new york,new york,,
1991,44,bill fontana,1947,cleveland,ohio,emeryville,california,,
1991,37,john miller,1954,cleveland,ohio,new york,new york,,
1991,32,alan rath,1959,cincinnati,ohio,oakland,california,,
1991,44,donald lipski,1947,chicago,illinois,new york,new york,,
1991,51,elizabeth murray,1940,chicago,illinois,New York,New York,,
1991,65,joan mitchell,1926,chicago,illinois,Vetheuil,France,,
1991,64,alex katz,1927,brooklyn,new york,New York,New York,,
1991,44,louise lawler,1947,Bronxville,N.Y.,New York,New York,,
1991,51,vito acconci,1940,bronx,new york,new york,new york,,
1991,61,jasper Johns,1930,augusta,georgia,new york,new york,,
1993,50,ernie gehr,1943,wisconsin,wisconsin,san francisco,california,,
1993,26,donna golden,1967,washington dc,washington dc,new york,new york,,
1993,40,nan goldin,1953,washington dc,washington dc,new york,new york,,
1993,39,robert gober,1954,wallingford,connecticut,new york,new york,,
1993,36,raymond pettibon,1957,tucson,arizona,hermosa beach,california,,
1993,34,george holliday,1959,toronto,canada,los angeles,california,,
1993,39,shu lea cheang,1954,taiwan,taiwan,new york,new york,,
1993,49,elizabeth lecompte,1944,summit,new jersey,new york,new york,,
1993,30,christine chang,1963,soeoul, korea,new york,new york,,
1993,38,pepon osorio,1955,santurce,puerto rico,new york,new york,,
1993,42,gary hill,1951,santa monica,california,seattle,washington,,
1993,44,bruce yonemoto,1949,san jose,california,los angeles,california,,
1993,26,mathew barney,1967,San Francisco,california,new york,new york,,
1993,38,donald moffett,1955,san antonio,texas,new york ,new york,,
1993,44,charles atlas,1949,saint louis,missouri,new york,new york,,
1993,33,jack pierson,1960,plymouth,massachusetts,new york,new york,,
1993,36,peter sellars,1957,pittsburgh,pennsylvania,los angeles,california,,
1993,31,karen kilimnik,1962,philadelphia,pennsylvania,philadelphia,pennsylvania,,
1993,37,marco williams,1956,philadelphia,pennsylvania,los angeles,california,,
1993,45,pat ward williams,1948,philadelphia,pennsylvania,santa monica,california,,
1993,37,timothy martin,1956,patuxant river,maryland,los angeles,california,,
1993,31,christopher munch,1962,pasadena,california,los angeles,california,,
1993,50,jean-pierre forin,1943,paris,france,la jolla,california,,
1993,40,sophie calle,1953,paris,france,paris,france,,
1993,34,Peter Cain,1959,orange,new jersey,bridgehampton,new york,,
1993,65,james hatch,1928,Oelwein,iowa,new york,new york,,
1993,39,kiki smith,1954,nuremberg,germany,new york,new york,,
1993,51,robbie mcCauley,1942,norfolk,virginia,new york,new york,,
1993,30,art jones,1963,new york,new york,bronx,new york,,
1993,42,bill viola,1951,new york,new york,long beach,california,,
1993,33,coco fusco,1960,new york,new york,new york,new york,,
1993,29,gary simmons,1964,new york,new york,new york,new york,,
1993,26,george sosa,1967,new york,new york,brooklyn,new york,,
1993,33,glenn ligon,1960,new york,new york,new york,new york,,
1993,64,ida applebroog,1929,new york,new york,new york,new york,,
1993,35,jennifer macdonald,1958,new york,new york,new york,new york,,
1993,33,jonathan robinson,1960,new york,new york,san francisco,california,,
1993,41,julie dash,1952,new york,new york,atlanta,georgia,,
1993,33,lorna simpson,1960,new york,new york,new york,new york,,
1993,34,marga gomez,1959,new york,new york,san francisco,california,,
1993,35,mark a. aubert,1958,new york,new york,new york,new york,,
1993,56,peter campus,1937,new york,new york,new york,new york,,
1993,30,tom poole,1963,new york,new york,new york,new york,,
1993,27,cheryle dunye,1966,monrovia,liberia,philadelphia,pennsylvania,,
1993,41,hillary leone,1952,miami,florida,new york,new york,,
1993,38,guillermo gomez-pena,1955,mexico city,mexico,new york,new york,,
1993,20,Sadie Benning,1973,madison,wisconsin,buffalo,new york,,
1993,37,alison saar,1956,los angeles,california,brooklyn,new york,,
1993,60,camille billops,1933,los angeles,california,new york,new york,,
1993,36,Daniel j. martinez,1957,los angeles,california,los angeles,california,,
1993,38,jeanne c. finley,1955,los angeles,california,san francisco,california,,
1993,41,lari pittman,1952,los angeles,california,los angeles,california,,
1993,32,michael joaquin grey,1961,los angeles,california,new york,new york,,
1993,31,roddy bogawa,1962,los angeles,california,new york,new york,,
1993,32,zoe leonard,1961,Liberty,new york,new york,new york,,
1993,43,james luna,1950,la jolla indian reservation,california,la jolla indian reservation,california,,
1993,32,byron kim,1961,la jolla,california,new york, new york,,
1993,39,john kelly,1954,jersey city,new jersey,new york,new york,,
1993,34,suzanne mcClelland,1959,jacksonville,florida,new york,new york,,
1993,29,simon leung,1964,hong kong,hong kong,brooklyn,new york,,
1993,54,barbara hammer,1939,hollywood,california,san francisco,california,,
1993,53,janice tanaka,1940,hollywood,california,los angeles,california,,
1993,41,Trinh T. Minh-ha,1952,hanoi,vietnam,berkeley,california,,
1993,37,greg shepard,1956,hamilton ontario,canada,sausalito,california,,
1993,39,cindy sherman,1954,glen ridge,new jersey,new york,new york,,
1993,29,janine antoni,1964,freeport,bahamas,new york,new york,,
1993,37,miguel gandert,1956,espanola,new mexico,albuquerque,new mexico,,
1993,42,allan sekula,1951,erie,pennsylvania,los angeles,california,,
1993,43,willie varela,1950,el paso,texas,el paso,texas,,
1993,39,mike kelley,1954,dearborn,michigan,los angeles,california,,
1993,34,anne lobst,1959,danville,pennsylvania,new york,new york,,
1993,32,randolph huff,1961,cocoa beach,florida,new york,new york,,
1993,48,mac wellman,1945,cleveland,ohio,new york,new york,,
1993,67,nancy spero,1926,cleveland,ohio,new york,new york,,
1993,34,renee green,1959,cleveland,ohio,brooklyn,new york,,
1993,49,lourdes portillo,1944,chihuahua,mexico,san francisco,california,,
1993,40,charles ray,1953,chicago,illinois,los angeles,california,,
1993,47,norman yonemoto,1946,chicago,illinois,venice,california,,
1993,39,sue williams,1954,chicago,illinois,brooklyn,new york,,
1993,31,william jones,1962,canton,ohio,los angeles,california,,
1993,38,kevin wolff,1955,buffalo,new york,chicago,illinois,,
1993,33,lucy sexton,1960,brooklyn,new york,new york,new york,,
1993,51,mark rappaport,1942,brooklyn,new york,new york,new york,,
1993,28,cyrille phipps,1965,bronx,new york,new york,new york,,
1993,39,fred wilson,1954,bronx,new york,new york,new york,,
1993,47,chris burden,1946,boston,ma,topanga canyon ,california,,
1993,51,holly fisher,1942,boston,Mass.,new york,new york,,
1993,41,julie taymor,1952,boston,massachusetts,new york,new york,,
1993,28,andrea fraser,1965,billings,montana,new york,new york,,
1993,45,francesc torres,1948,barcelona,spain,new york,new york,,
1993,46,maureen connor,1947,baltimore,maryland,new york,new york,,
1993,36,spike lee,1957,atlanta,georgia,brooklyn,new york,,
1997,30,leah gilliam,1967,washington DC,washington DC,rhinebeck,new york,,
1997,27,paul d. miller,1970,washington DC,washington DC,new york,new york,,
1997,56,robert wilson,1941,waco,texas,new york,new york,,
1997,53,charlse burnett,1944,vicksburg,mississippi,los angeles,california,,
1997,35,gabriel orozco,1962,veracruz,mexico,new york,new york,,
1997,55,dan graham,1942,urbana,illinois,new york,new york,,
1997,31,david sherman,1966,tucson,arizona,San Francisco,california,,
1997,40,raymond pettibon,1957,tucson,arizona,los angeles,california,,
1997,41,paul shambroom,1956,teaneck,new jersey,minneapolis,minnesota,,
1997,28,kara walker,1969,stockton,california,providence,rhode island,,
1997,54,david hammons,1943,springfield,illinois,new york,new york,,
1997,32,t.j. wilcox,1965,seattle,washington,new york,new york,,
1997,31,iara lee,1966,sao paulo,brazil,new york,new york,,
1997,27,bryan crocket,1970,santa barbara,california,new york,new york,,
1997,35,Diana Thater,1962,san francisco,california,los angeles,california,,
1997,52,Paul McCarthy,1945,salt lake city,utah,los angeles,california,,
1997,59,vija celmins,1938,riga,latvia,new york,new york,,
1997,86,louise bourgeois,1911,paris,france,new york,new york,,
1997,48,richard prince,1949,panama Canal,panama canal,rensselaerville,new york,,
1997,60,edward ruscha,1937,omaha,nebraska,los angeles,california,,
1997,33,sharon lockhart,1964,norwood,Massachusetts,los angeles,california,,
1997,32,jason rhoades,1965,newcastle,california,los angeles,california,,
1997,47,abigail child,1950,newark,new jersey,new york,new york,,
1997,59,aaron rose,1938,new york,new york,new york,new york,,
1997,#VALUE!,annette lawrence,1964*,new york,new york,denton,texas,,
1997,28,beth coleman,1969,new york,new york,new york,new york,,
1997,64,ken jacobs,1933,new york,new york,new york,new york,,
1997,45,robert attanasio,1952,new york,new york,new york,new york,,
1997,40,tony oursler,1957,new york,new york,new york,new york,,
1997,48,william forsythe,1949,new york,new york,frankfurt,germany,,
1997,22,roman anikushin,1975,moscow,soviet union,moscow,soviet union,,
1997,42,michael ashkin,1955,morristown,new jersey,new york,new york,,
1997,31,Cheryl dunye,1966,monrovia,liberia,pomona,california,,
1997,64,bruce cornner,1933,mcpherson,kansas,San Francisco,california,,
1997,35,richard phillips,1962,marblehead,Massachusetts,new york,new york,,
1997,35,christopher munch,1962,los angeles,california,los angeles,california,,
1997,42,douglas blau,1955,los angeles,california,new york,new york,,
1997,45,lari pittman,1952,los angeles,california,los angeles,california,,
1997,37,martin kersels,1960,los angeles,california,los angeles,california,,
1997,39,charles long,1958,long branch,new jersey,new york,new york,,
1997,33,mathew ritchie,1964,london,england,new york,new york,,
1997,36,zoe leonard,1961,liberty,new york,new york,new york,,
1997,59,burt barr,1938,lewiston,maine,new york,new york,,
1997,28,shahzia sikander,1969,lahore,pakistan,houston,texas,,
1997,31,jennifer pastor,1966,hartford,Connecticut,los angeles,california,,
1997,44,philip-lorca diCorcia,1953,hartford,Connecticut,new york,new york,,
1997,25,sam easterson,1972,hartford,Connecticut,minneapolis,minnesota,,
1997,40,john schabel,1957,great falls,montana,new york,new york,,
1997,34,katy schimert,1963,grand island,new york,new york,new york,,
1997,56,bruce nauman,1941,fort wayne,indiana,galisteo,new mexico,,
1997,28,howard goldkrand,1969,fort riley,kansas,new york,new york,,
1997,46,wendy ewald,1951,detroit,michigan,rhinebeck,new york,,
1997,30,shashwati talukdar,1967,dehra dun,india,philadelphia,pennsylvania,,
1997,29,kristin lucas,1968,davenport,iowa,new york,new york,,
1997,38,bob paris,1959,columbus,ohio,new york,new york,,
1997,43,sue williams,1954,chicago heights,illinois,new york,new york,,
1997,44,charles ray,1953,chicago,illinois,los angeles,california,,
1997,29,laura parnes,1968,buffalo,new york,new york,new york,,
1997,51,chris burden,1946,boston,Massachusetts,topanga canyon,california,,
1997,41,michael gitlin,1956,bluffton,indiana,new york,new york,,
1997,42,kerry james marshall,1955,birmingham,alabama,Chicago,illinois,,
1997,39,zoe beloff,1958,belfast,ireland,new york,new york,,
1997,38,glen seator,1959,beardstown,illinois,new york,new york,,
2000,53,Anne Makepeace,1947,Waterbury,Conn.,Santa Barbara,Calif.,,
2000,46,Robert Gober,1954,Wallingford,Conn.,New York,new york,,
2000,none,Lutz Bacher,none,united states,united states,Berkeley,california,,
2000,40,Arthur Jafa,1960,Tupelo,Miss.,New York,new york,,
2000,35,Salomon Huerta,1965,Tijuana,Mexico,Los Angeles,california,,
2000,43,Michal Rovner,1957,Tel Aviv,isarel,New York,New York,,
2000,42,M. W. Burns,1958,Stamford,Conn.,Chicago,il,,
2000,48,Ayanna U'Dongo,1952,South Bend,Ind.,Oakland,Calif.,,
2000,43,Linda Besemer,1957,South Bend,Ind.,Los Angeles,california,,
2000,39,Vik Muniz,1961,São Paulo,Brazil,New York,,,
2000,35,Roman de Salvo,1965,San Francisco,california,San Diego,california,,
2000,34,T. Kim-Trang Tran,1966,Saigon,vietnam,Los Angeles,california,,
2000,43,Shirin Neshat,1957,Qazvin,Iran,New York,,,
2000,47,Joe Gibbons,1953,Providence,R.I.,New York,new york,,
2000,49,Kim Dingle,1951,Pomona,california,Los Angeles,Calif.,,
2000,56,Al Souza,1944,Plymouth,Mass.,Houston,texas,,
2000,40,Chris Sullivan,1960,Pittsburgh,pennsylvania,Chicago,ill,,
2000,57,Jill Godmilow,1943,Philadelphia,pennsylvania,South Bend,Ind.,,
2000,38,Lisa Yuskavage,1962,Philadelphia,Pennsylvia,New York,New York,,
2000,39,Ruth Leitman,1961,Philadelphia,pennsylvania,Atlanta,georgia,,
2000,37,Darcey Steinke,1963,Oneida,N.Y.,Brooklyn,New York,,
2000,47,Petah Coyne,1953,Oklahoma City,oklahoma,New York,New York,,
2000,26,Trenton Doyle Hancock,1974,Oklahoma City,oklahoma,Paris,Tex.,,
2000,48,Craig Baldwin,1952,Oakland,Calif.,San Francisco,california,,
2000,36,Sharon Lockhart,1964,Norwood,Mass.,Los Angeles,california,,
2000,36,Sharon Lockhart,1964,Norwood,Mass.,Los Angeles,california,,
2000,43,Annette Lemieux,1957,Norfolk,Va.,Boston,ma,,
2000,47,Chakaia Booker,1953,Newark,new jersey,New York,New York,,
2000,33,E. V. Day,1967,New York,New York,Brooklyn,New York,,
2000,35,Ingrid Calame,1965,New York,new york,los angeles,ca,,
2000,43,Mandy Morrison,1957,New York,new York,Brooklyn,new York,,
2000,57,Nathaniel Dorsky,1943,New York,New York,San Francisco,california,,
2000,31,Tara Donovan,1969,New York,New york,Richmond,Va.,,
2000,48,Katherine Sherwood,1952,New Orleans,louisiana,Rodeo,Calif.,,
2000,33,Anthony Discenza Born,1967,New Brunswick,N.J.,Oakland,Calif.,,
2000,58,William De Lottie,1942,New Britain,Conn.,Eastford,Conn.,,
